   114   116   140   142    67    69   104   106    38    40   141   143     1     3    30    32 62194
   119   121   145   147    72    74   109   111    43    45   146   148     6     8    35    37 62322
   124   126   150   152    77    79   114   116    48    50   151   153    11    13    40    42 62334
    70    72    80    82    48    50    56    58    33    35   106   108    19    21   159   161 62991
    91    93   111   113    51    53    58    60    47    49    63    65    17    19   163   165 63168
   107   109   160   162   100   102   140   142    20    22    34    36    12    14    44    46 64175
   100   102   120   122    60    62    67    69    56    58    72    74    26    28   172   174 64377
    78    80    88    90    56    58    64    66    41    43   114   116    27    29   167   169 64535
   123   125   176   178   116   118   156   158    36    38    50    52    28    30    60    62 64695
    84    86    94    96    62    64    70    72    47    49   120   122    33    35   173   175 65352
