    21    23   102   104  8005
    51    53   149   151  8012
    89    91   108   110  8018
    44    46   174   176  8029
    88    90   123   125  8033
     3     5    72    74  8036
    58    60   180   182  8039
     2     4   114   116  8057
   147   149   175   177  8067
    81    83   123   125  8074
    86    88   161   163  8098
   126   128   177   179  8100
    87    89   105   107  8110
     5     7   163   165  8122
    78    80   176   178  8129
    66    68   151   153  8136
    18    20    24    26  8144
     6     8   140   142  8147
    38    40   160   162  8169
   121   123   176   178  8172
    36    38    72    74  8177
    11    13    65    67  8184
    41    43   173   175  8187
    31    33    76    78  8205
    79    81    85    87  8206
    60    62   111   113  8208
    33    35   112   114  8223
   106   108   127   129  8227
     4     6    16    18  8229
    22    24   138   140  8233
     4     6    75    77  8239
    49    51    94    96  8283
    85    87   142   144  8301
    62    64   153   155  8304
   103   105   141   143  8309
   143   145   160   162  8313
    27    29   143   145  8319
   137   139   150   152  8335
    62    64   130   132  8337
   103   105   121   123  8350
     6     8   150   152  8353
    53    55    66    68  8359
    19    21    46    48  8363
    35    37   124   126  8365
    78    80   103   105  8371
    81    83   178   180  8397
   118   120   177   179  8406
    36    38    67    69  8419
    54    56   125   127  8422
   138   140   155   157  8425
    34    36   124   126  8448
    70    72   132   134  8451
    14    16    42    44  8457
    11    13   175   177  8468
    42    44    73    75  8481
   112   114   133   135  8482
    37    39   174   176  8484
    55    57   153   155  8499
   125   127   180   182  8505
     4     6   118   120  8519
   100   102   165   167  8523
    13    15   149   151  8525
    55    57    90    92  8533
    41    43   156   158  8550
    98   100   136   138  8553
    65    67   147   149  8559
    43    45   165   167  8577
     2     4   124   126  8583
    53    55   123   125  8598
    50    52   179   181  8607
    31    33   168   170  8611
    45    47   110   112  8620
    16    18   177   179  8628
    39    41    48    50  8645
   114   116   116   118  8646
    57    59   148   150  8649
     9    11    84    86  8657
    55    57   130   132  8658
    82    84    95    97  8660
    20    22   145   147  8674
     8    10   107   109  8679
    30    32    87    89  8680
   146   148   159   161  8688
    62    64   166   168  8694
   118   120   135   137  8703
    19    21   101   103  8704
   130   132   145   147  8707
   117   119   163   165  8719
    91    93   177   179  8722
    51    53   176   178  8727
     5     7    41    43  8733
     7     9     8    10  8738
   123   125   179   181  8744
    23    25    98   100  8750
     4     6    21    23  8752
    20    22    55    57  8755
     8    10   138   140  8757
    11    13    32    34  8761
    69    71   104   106  8767
    33    35   124   126  8794
    30    32    97    99  8799
    19    21    44    46  8805
    80    82   137   139  8809
    48    50   126   128  8827
   111   113   181   183  8834
    90    92   145   147  8836
    21    23   135   137  8840
    43    45   152   154  8845
    78    80   149   151  8858
   101   103   110   112  8893
    49    51   114   116  8925
    35    37   112   114  8936
    14    16   147   149  8944
   109   111   144   146  8953
